record_id,identifier,canonical_process,city,stratum,quota,subject,subtype,class,unit,court_level,judgment_or_event_date,publication_date,outcome_confirmed,official_url_checked,official_source_type,full_document_accessed,validation_status,status_final,process_final_status,validation_tier,source_directly_checked,duplicate_group,notes
PILOTO-0095,5035891-43.2025.8.13.0079,50358914320258130079,Contagem,Fraude bancária e PIX,13,Fraude Bancária / PIX,Responsabilidade Civil,Procedimento Comum Cível,TJMG,Primeira Instância,10/08/2026,12/08/2026,METADADOS_CONFIRMADOS,https://pje-consulta-publica.tjmg.jus.br/pje/ConsultaPublica/listView.seam,PJE_1G,NAO,METADADOS_OFICIAIS,METADADOS_OFICIAIS,METADADOS_OFICIAIS,V2_METADATA,NAO,,Dano moral por fraude de terceiro (PIX).
PILOTO-0085,5037164-96.2021.8.13.0079,50371649620218130079,Contagem,Execução fiscal,13,Execução Fiscal,Tributário,Apelação Cível,TJMG,2ª Instância,20/08/2026,21/08/2026,,https://www5.tjmg.jus.br/jurisprudencia/relatorioEspelhoAcordao.do?inteiroTeor=true&&numeroRegistro=47&totalLinhas=2973&paginaNumero=47&linhasPorPagina=1&palavras=%2522Execução Fiscal%2522 %2522Comarca de Contagem%2522&pesquisarPor=ementa&orderByData=2&dataPublicacaoInicial=01/01/2019&dataPublicacaoFinal=22/08/2026&referenciaLegislativa=Clique na lupa para pesquisar as referências cadastradas...&pesquisaPalavras=Pesquisar&,,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Relator: Des.(a) Áurea Brasil. Ementa: Prescrição intercorrente. Inércia da Fazenda.
PILOTO-0096,5039413-78.2025.8.13.0079,50394137820258130079,Contagem,Fraude bancária e PIX,13,Fraude Bancária / PIX,Responsabilidade Civil,Procedimento Comum Cível,TJMG,Primeira Instância,25/07/2026,27/07/2026,METADADOS_CONFIRMADOS,https://pje-consulta-publica.tjmg.jus.br/pje/ConsultaPublica/listView.seam,PJE_1G,NAO,METADADOS_OFICIAIS,METADADOS_OFICIAIS,METADADOS_OFICIAIS,V2_METADATA,NAO,,Fraude bancária confirmada por metadados.
PILOTO-0097,5041761-69.2025.8.13.0079,50417616920258130079,Contagem,Fraude bancária e PIX,13,Fraude Bancária / PIX,Responsabilidade Civil,Procedimento Comum Cível,TJMG,Primeira Instância,20/07/2026,22/07/2026,METADADOS_CONFIRMADOS,https://pje-consulta-publica.tjmg.jus.br/pje/ConsultaPublica/listView.seam,PJE_1G,NAO,METADADOS_OFICIAIS,METADADOS_OFICIAIS,METADADOS_OFICIAIS,V2_METADATA,NAO,,Fortuito interno; fraude PIX.
PILOTO-0098,5042630-66.2024.8.13.0079,50426306620248130079,Contagem,Fraude bancária e PIX,13,Fraude Bancária / PIX,Responsabilidade Civil,Procedimento Comum Cível,TJMG,Primeira Instância,15/07/2026,17/07/2026,METADADOS_CONFIRMADOS,https://pje-consulta-publica.tjmg.jus.br/pje/ConsultaPublica/listView.seam,PJE_1G,NAO,METADADOS_OFICIAIS,METADADOS_OFICIAIS,METADADOS_OFICIAIS,V2_METADATA,NAO,,Falha na segurança do aplicativo.
PILOTO-0099,5044042-32.2024.8.13.0079,50440423220248130079,Contagem,Fraude bancária e PIX,13,Fraude Bancária / PIX,Responsabilidade Civil,Procedimento Comum Cível,TJMG,Primeira Instância,28/07/2026,30/07/2026,METADADOS_CONFIRMADOS,https://pje-consulta-publica.tjmg.jus.br/pje/ConsultaPublica/listView.seam,PJE_1G,NAO,DUPLICADO,DUPLICADO,DUPLICADO,V1_STAGING,NAO,GRP_5044042,Duplicidade com item 1 (Agravo correspondente).
PILOTO-0060,5045705-79.2025.8.13.0079,50457057920258130079,Contagem,Consumidor,12,Efeito Suspensivo,,Embargos à Execução,TJMG,Primeira Instância,22/08/2026,22/08/2026,Juntada de documentos,https://pje-consulta-publica.tjmg.jus.br/pje/ConsultaPublica/listView.seam,TJMG - PJe 1ª Instância,False,METADADOS_OFICIAIS,METADADOS_OFICIAIS,METADADOS_OFICIAIS,V2_METADATA,NAO,,Elcinei Cardoso x SICOOB.
PILOTO-0086,5050437-74.2023.8.13.0079,50504377420238130079,Contagem,Execução fiscal,13,Execução Fiscal,Tributário,Apelação Cível,TJMG,2ª Instância,20/08/2026,21/08/2026,,https://www5.tjmg.jus.br/jurisprudencia/relatorioEspelhoAcordao.do?inteiroTeor=true&&numeroRegistro=41&totalLinhas=2973&paginaNumero=41&linhasPorPagina=1&palavras=%2522Execução Fiscal%2522 %2522Comarca de Contagem%2522&pesquisarPor=ementa&orderByData=2&dataPublicacaoInicial=01/01/2019&dataPublicacaoFinal=22/08/2026&referenciaLegislativa=Clique na lupa para pesquisar as referências cadastradas...&pesquisaPalavras=Pesquisar&,,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Relator: Des.(a) Áurea Brasil. Ementa: Manutenção da sentença de extinção.
PILOTO-0061,5062419-51.2024.8.13.0079,50624195120248130079,Contagem,Consumidor,12,Contratos Bancários,,Monitória,TJMG,Primeira Instância,17/04/2026,17/04/2026,Remetidos ao tribunal,https://pje-consulta-publica.tjmg.jus.br/pje/ConsultaPublica/listView.seam,TJMG - PJe 1ª Instância,False,METADADOS_OFICIAIS,METADADOS_OFICIAIS,METADADOS_OFICIAIS,V2_METADATA,NAO,,Banco do Brasil x Jose Martins dos Santos.
PILOTO-0100,5062736-49.2024.8.13.0079,50627364920248130079,Contagem,Fraude bancária e PIX,13,Fraude Bancária / PIX,Responsabilidade Civil,Procedimento Comum Cível,TJMG,Primeira Instância,25/06/2026,27/06/2026,METADADOS_CONFIRMADOS,https://pje-consulta-publica.tjmg.jus.br/pje/ConsultaPublica/listView.seam,PJE_1G,NAO,METADADOS_OFICIAIS,METADADOS_OFICIAIS,METADADOS_OFICIAIS,V2_METADATA,NAO,,Transferência sob ameaça (PIX).
PILOTO-0062,5066873-74.2024.8.13.0079,50668737420248130079,Contagem,Consumidor,12,Rescisão do contrato e devolução do dinheiro,Consórcio,Procedimento Comum Cível,TJMG,Primeira Instância,01/12/2025,02/12/2025,Sentença,https://pje-consulta-publica.tjmg.jus.br/pje/ConsultaPublica/DetalheProcessoConsultaPublica/listView.seam?ca=efda6836c990837251a4551b5987203b5c28f63be3310aea,TJMG - PJe 1ª Instância,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Ação contra Zema Administradora de Consórcio.
PILOTO-0012,5162252-52.2020.8.13.0024,51622525220208130024,Betim,Consumidor,12,Inclusão Indevida em Cadastro de Inadimplentes,Indenização por Dano Moral,Apelação Cível,11ª Câmara Cível,Segunda Instância,2023-10-06,2023-12-14,Baixado,https://www4.tjmg.jus.br/juridico/sf/proc_complemento2.jsp?listaProcessos=10000232558783001,TJMG,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Origem Betim confirmada nos metadados da 2ª instância.
PILOTO-0037,6009587-98.2015.8.13.0027,60095879820158130027,Betim,Execução fiscal,13,Execução Fiscal,Tributário,Embargos de Declaração-Cv,Vara de Execuções Fiscais,1_INSTANCIA,14/04/2026,22/04/2026,,https://www5.tjmg.jus.br/jurisprudencia/pesquisaPalavrasEspelhoAcordao.do?&numeroRegistro=17&totalLinhas=102&paginaNumero=17&linhasPorPagina=1&palavras=%2522Execução Fiscal%2522 Betim&pesquisarPor=ementa&orderByData=2&dataPublicacaoInicial=01/01/2019&dataPublicacaoFinal=22/08/2026&referenciaLegislativa=Clique na lupa para pesquisar as referências cadastradas...&pesquisaPalavras=Pesquisar&,,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Relator: Des.(a) Raimundo Messias Júnior. Ementa: EMENTA: DIREITO PROCESSUAL CIVIL. EMBARGOS DE DECLARAÇÃO. CONTRADIÇÃO E OMISSÃO. VÍCIOS INEXISTENTES...
PILOTO-0087,9734570-20.2009.8.13.0079,97345702020098130079,Contagem,Execução fiscal,13,Execução Fiscal,Tributário,Apelação Cível,TJMG,2ª Instância,20/08/2026,21/08/2026,,https://www5.tjmg.jus.br/jurisprudencia/relatorioEspelhoAcordao.do?inteiroTeor=true&&numeroRegistro=35&totalLinhas=2973&paginaNumero=35&linhasPorPagina=1&palavras=%2522Execução Fiscal%2522 %2522Comarca de Contagem%2522&pesquisarPor=ementa&orderByData=2&dataPublicacaoInicial=01/01/2019&dataPublicacaoFinal=22/08/2026&referenciaLegislativa=Clique na lupa para pesquisar as referências cadastradas...&pesquisaPalavras=Pesquisar&,,True,METADADOS_OFICIAIS,METADADOS_OFICIAIS,METADADOS_OFICIAIS,V2_METADATA,NAO,,Relator: Des.(a) Áurea Brasil. Ementa: Prescrição intercorrente confirmada.
PILOTO-0003,1.0000.22.227709-7/001,10000222277097001,Betim,Consumidor,,Negativação/telefonia,Inexistência de débito e dialeticidade,Apelação Cível,11ª Câmara Cível,2ª Instância,07/12/2022,07/12/2022,Recurso não conhecido,https://www5.tjmg.jus.br/jurisprudencia/relatorioEspelhoAcordao.do?inteiroTeor=true&ano=22&ttriCodigo=1&codigoOrigem=0000&numero=227709&sequencial=001&sequencialAcordao=0,,,CONFIRMADO_OFICIAL,,CONFIRMADO_OFICIAL,V4_DIRETO,SIM,,Complemento de quota Betim consumidor.
PILOTO-0004,1.0000.23.019193-4/001,10000230191934001,Betim,Consumidor,,Contrato bancário,Tarifas bancárias e contrato de consumo,Apelação Cível,21ª Câmara Cível Especializada,2ª Instância,10/05/2023,12/05/2023,Parcial provimento,https://www5.tjmg.jus.br/jurisprudencia/relatorioEspelhoAcordao.do?inteiroTeor=true&ano=23&ttriCodigo=1&codigoOrigem=0000&numero=019193&sequencial=001&sequencialAcordao=0,,,CONFIRMADO_OFICIAL,,CONFIRMADO_OFICIAL,V4_DIRETO,SIM,,Complemento de quota Betim consumidor.
PILOTO-0013,1.0000.24.158771-6/002,10000241587716002,Betim,Empresarial,,Apuração de haveres,Dissolução parcial de sociedade,Apelação Cível,16ª Câmara Cível Especializada,2ª Instância,11/06/2026,11/06/2026,Não provido,https://www4.tjmg.jus.br/juridico/sf/proc_complemento2.jsp?listaProcessos=10000241587716002,,,CONFIRMADO_OFICIAL,,CONFIRMADO_OFICIAL,V4_DIRETO,SIM,,Substituição de candidato fora do universo; processo originário 5027193-15.2022.8.13.0027.
